Date,time,operator,scriber,cleaving,Lot,Needle_maker,Needle_No,scribe_length,scribe_force,unseparate,peeling
2025/08/30,22:10:08,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,25E8NU660Cf00,Asahi,906,149.8,11.9,0,0
2025/08/30,23:01:13,êºí“Å@í∑ëæòY,Scriber No.8,Cleaving No.12,25E8DHAFXBc00,TECDIA,160,155.4,12.5,0,0
2025/08/30,23:51:37,ïΩä‘Å@àÍñÁ,Scriber No.7,Cleaving No.11,25E8DHAFUDb01,TECDIA,150,155.5,12.5,6.1,0
2025/08/31,21:31:16,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25EGNU691Af00,Asahi,913,165.2,7,0,0
2025/08/31,21:32:43,PF2025052,Scriber No.6,Cleaving No.9,25E6DEAFRCb00,TECDIA,162,150.5,12.1,0,0
2025/08/31,21:59:15,ã¥ìcÅ@óEçÏ,Scriber No.5,Cleaving No.8,25EGNU691Cg00,TECDIA,142,154.7,12,0,0
2025/08/31,22:07:24,JC2025030,Scriber No.9,Cleaving No.11,25EGNU685Dh00,TECDIA,135,157.4,12.3,0,0
2025/08/31,23:08:05,JC2025030,Scriber No.8,Cleaving No.12,25EFNT544Da00,TECDIA,160,147.8,12.1,0,1
2025/08/31,23:53:44,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25ECNU676Ce00,Asahi,915,153.4,12,0,1
2025/09/01,20:48:21,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,25E5D1BUUDa00,Asahi,915,148.8,12.1,0,0
2025/09/01,20:56:53,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25E7DFAEWDh00,TECDIA,162,152.3,12,0.1,0
2025/09/01,21:34:03,ã¥ìcÅ@óEçÏ,Scriber No.9,Cleaving No.12,25E8DHAG3Dg01,TECDIA,135,158.7,12.3,0,0
2025/09/01,21:40:03,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.12,25EGNU690Be01,TECDIA,160,154.4,12.2,0,1
2025/09/02,03:09:58,ã¥ìcÅ@óEçÏ,Scriber No.5,Cleaving No.8,25E7DFAEVAh00,TECDIA,142,149.3,12.2,0,1
2025/09/02,03:16:24,ã¥ìcÅ@óEçÏ,Scriber No.2,Cleaving No.4,25E7DFAEVBf00,Asahi,913,164,7,0,0
2025/09/02,06:38:49,PF2025052,Scriber No.6,Cleaving No.9,25FDD1BVSBf00,TECDIA,162,150.5,12,0,0
2025/09/02,14:27:31,JC2025011,Scriber No.3,Cleaving No.6,25E7DFAEVAa00,Asahi,915,156.3,12.1,0,0
2025/09/02,20:38:27,PF2025052,Scriber No.7,Cleaving No.11,25E7DFAFJDh00,TECDIA,144,158.4,12,0,0
2025/09/02,20:47:23,PF2025052,Scriber No.2,Cleaving No.4,25E7DFAFJDa00,Asahi,913,170.1,7,0,0
2025/09/02,20:59:56,ã¥ìcÅ@óEçÏ,Scriber No.9,Cleaving No.4,25E7DFAFJCf00,TECDIA,135,155.7,12,8.4,0
2025/09/02,21:26:15,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25DKDFACXBf00,Asahi,915,153.4,12.1,0,0
2025/09/02,21:54:51,PF2025052,Scriber No.5,Cleaving No.8,25DKDFACXCf00,TECDIA,142,154.1,12.2,0,1
2025/09/02,21:55:55,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25DKDFACXDh00,TECDIA,162,152.1,12.1,0.1,1
2025/09/02,22:39:42,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.11,25EJNT574Af00,TECDIA,160,152.1,12.3,0,2
2025/09/03,00:08:17,PF2025052,Scriber No.9,Cleaving No.4,25DKDFACUAb01,TECDIA,145,148.6,12.2,0,0
2025/09/03,18:46:58,êÏë∫Å@çÇçL,Scriber No.8,Cleaving No.12,25FPD1BY4Aa00,TECDIA,160,149.1,12,0.3,2
2025/09/03,20:28:01,êºí“Å@í∑ëæòY,Scriber No.5,Cleaving No.8,25EJNT576Ab01,TECDIA,142,152.2,11.9,0.6,0
2025/09/03,20:35:37,êºí“Å@í∑ëæòY,Scriber No.7,Cleaving No.11,25E7DFAFNDa00,TECDIA,144,151.4,12,0,0
2025/09/03,20:47:10,êºí“Å@í∑ëæòY,Scriber No.8,Cleaving No.12,25E5D1BUUDd01,TECDIA,160,145.5,12.2,0.9,0
2025/09/03,20:54:03,êºí“Å@í∑ëæòY,Scriber No.6,Cleaving No.9,25E7DFAFNDh00,TECDIA,162,151.8,12,0,0
2025/09/03,21:10:08,êºí“Å@í∑ëæòY,Scriber No.9,Cleaving No.4,25E5D1BUUCd01,TECDIA,145,145.2,12.1,0.1,0
2025/09/03,21:41:17,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,25FEDHAGGDh00,Asahi,930,157.7,12.3,0,0
2025/09/03,23:14:34,êºí“Å@í∑ëæòY,Scriber No.2,Cleaving No.4,25EJNT576Bh00,Asahi,919,162,7,0,0
2025/09/04,20:36:59,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25FSD1BYVDh00,TECDIA,142,153.7,11.8,0.2,1
2025/09/04,20:52:32,êŒë∫Å@åíëæ,Scriber No.6,Cleaving No.9,25EJNT570Bh01,TECDIA,162,145.6,11.9,3.8,0
2025/09/04,21:26:35,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25EJNT569Ce01,TECDIA,141,156.4,12,0,0
2025/09/04,21:38:40,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25FSD1BYYDe01,TECDIA,160,146.8,11.9,0.8,0
2025/09/04,21:44:15,êºí“Å@í∑ëæòY,Scriber No.9,Cleaving No.4,25FSD1BYZCg01,TECDIA,145,151.2,12,0,0
2025/09/05,01:52:25,êºí“Å@í∑ëæòY,Scriber No.6,Cleaving No.9,25EJNT581Bc00,TECDIA,146,154.4,12.2,3.3,0
2025/09/05,06:06:08,êŒë∫Å@åíëæ,Scriber No.2,Cleaving No.4,25FDD1BVXDf00,Asahi,919,162.4,7.5,0.2,1
2025/09/05,07:03:47,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,25F6DEAGKDf00,Asahi,930,155.7,11.9,0,0
2025/09/05,20:24:58,êºí“Å@í∑ëæòY,Scriber No.2,Cleaving No.4,25E7DFAFTDh00,Asahi,919,165.4,8,0,0
2025/09/05,20:25:38,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,25E7DFAFTDa00,Asahi,930,149.5,11.9,0.2,0
2025/09/05,21:02:39,êŒë∫Å@åíëæ,Scriber No.6,Cleaving No.9,25EJNT582Ca00,TECDIA,146,146.5,12,0,0
2025/09/05,21:13:20,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25EJNT578Ca01,TECDIA,144,154.7,12,0,0
2025/09/05,21:18:34,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25F6DEAGLDe01,TECDIA,145,151.9,12,0,0
2025/09/05,21:23:00,ïΩä‘Å@àÍñÁ,Scriber No.8,Cleaving No.12,25EJNT580Ad01,TECDIA,147,146.5,12.4,2.3,0
2025/09/05,22:59:31,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25E7DFAFQAh00,TECDIA,142,148.8,12,0,0
2025/09/06,02:42:52,êºí“Å@í∑ëæòY,Scriber No.5,Cleaving No.8,25E7DFAFPAe01,TECDIA,142,149.6,12.2,1,0
2025/09/06,04:44:32,êºí“Å@í∑ëæòY,Scriber No.2,Cleaving No.4,25E7DFAFUBb00,Asahi,931,164.6,7.8,0,0
2025/09/06,06:24:37,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25E7DFAFRAa00,TECDIA,148,145.6,12.3,0,0
2025/09/06,14:47:10,â™çËÅ@ó¢çÁ,Scriber No.3,Cleaving No.6,25EGNU701Bf00,Asahi,932,158.4,11.9,0,1
2025/09/06,20:53:34,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,25FDD1BW4Da00,Asahi,932,156.4,12.5,0,0
2025/09/06,21:09:55,êºí“Å@í∑ëæòY,Scriber No.6,Cleaving No.9,25F8NU722Bb01,TECDIA,146,148.8,11.9,0.4,0
2025/09/06,21:19:57,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25F5DFAFZAb01,TECDIA,145,145.8,11.9,0,0
2025/09/06,21:21:55,êºí“Å@í∑ëæòY,Scriber No.2,Cleaving No.4,25FDD1BW4Dh00,Asahi,931,163.4,7,0,1
2025/09/06,21:30:27,ïΩä‘Å@àÍñÁ,Scriber No.7,Cleaving No.11,25F8NU722Ab01,TECDIA,141,156.4,12.1,0,0
2025/09/06,21:39:56,êºí“Å@í∑ëæòY,Scriber No.5,Cleaving No.8,25F8NU722Bh01,TECDIA,148,150.8,12.3,0,0
2025/09/06,21:47:54,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25F5DFAFZAg01,TECDIA,147,148.2,12.2,0,0
2025/09/07,18:28:42,JC2025011,Scriber No.9,Cleaving No.11,25F9NU728Dd01,TECDIA,145,151.4,12.4,0.1,0
2025/09/07,18:42:42,ñÂòeÅ@ñÌê∂,Scriber No.7,Cleaving No.11,25EONV520Bg01,TECDIA,149,157.5,12.2,6.1,0
2025/09/07,21:20:51,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25F9NU731Bg00,Asahi,934,155.7,12.2,0,0
2025/09/07,21:30:18,êXÅ@íqéj,Scriber No.5,Cleaving No.8,25F9NU724Ba00,TECDIA,148,152.5,12.2,0,1
2025/09/07,21:35:57,ã¥ìcÅ@óEçÏ,Scriber No.9,Cleaving No.4,25FDD1BW7Ch00,TECDIA,145,149.5,12.3,0,0
2025/09/07,21:47:11,êXÅ@íqéj,Scriber No.8,Cleaving No.12,25F9NU731Ad01,TECDIA,147,149.1,12.3,0,0
2025/09/07,21:57:43,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25FDD1BW7Da00,TECDIA,146,150.1,12.2,0,0
2025/09/07,23:28:53,PF2025052,Scriber No.7,Cleaving No.11,25F9NU730Bb00,TECDIA,149,157.4,12.3,0,0
2025/09/08,02:11:08,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25F9NU725Ag00,Asahi,931,160.5,7.5,0,0
2025/09/08,21:42:43,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25FWD1BZ5Bb01,TECDIA,146,148.8,12.2,0,0
2025/09/08,21:44:20,êXÅ@íqéj,Scriber No.5,Cleaving No.8,25FDD1BWDCg01,TECDIA,148,153.4,12.2,8.2,6
2025/09/08,21:52:52,JC2025027,Scriber No.7,Cleaving No.11,25EONV520Dc00,TECDIA,149,158.2,12.3,0,0
2025/09/08,22:05:56,ã¥ìcÅ@óEçÏ,Scriber No.2,Cleaving No.4,25FWD1BZ8Be01,Asahi,931,167,7.5,0.1,0
2025/09/08,22:11:41,JC2025030,Scriber No.8,Cleaving No.12,25EFNV519Cb00,TECDIA,147,149.8,12.2,0.7,0
2025/09/08,22:56:23,PF2025052,Scriber No.9,Cleaving No.4,25FDD1BWBCh01,TECDIA,145,148.9,12.1,0,0
2025/09/09,00:00:55,ã¥ìcÅ@óEçÏ,Scriber No.5,Cleaving No.8,25FMDEAHEAg00,TECDIA,148,151.9,12.1,0,0
2025/09/09,04:51:13,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,25FDD1BWHAh00,Asahi,934,153.8,12.4,0,0
2025/09/09,10:03:45,ïΩä‘Å@àÍñÁ,Scriber No.2,Cleaving No.4,25FLDFAGHCf00,Asahi,938,160.1,7,0,0
2025/09/09,21:00:01,ã¥ìcÅ@óEçÏ,Scriber No.2,Cleaving No.4,25FLDFAGHDb01,Asahi,938,167,7.5,0,0
2025/09/09,21:28:33,PF2025052,Scriber No.7,Cleaving No.11,25F9NU733Ad01,TECDIA,149,158.4,12.3,0,1
2025/09/09,21:32:00,ã¥ìcÅ@óEçÏ,Scriber No.5,Cleaving No.8,25FLDFAGHDg01,TECDIA,148,152.8,12.2,0,0
2025/09/09,21:47:58,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,25FLDFAGKAa00,Asahi,934,159.4,12.1,0,0
2025/09/09,22:30:46,êXÅ@íqéj,Scriber No.9,Cleaving No.4,25FMDEAH8Bb01,TECDIA,145,153.1,12.2,15.6,0
2025/09/10,02:08:46,PF2025052,Scriber No.9,Cleaving No.4,25F9DFAHZAh00,TECDIA,164,151.5,12.1,1.4,1
2025/09/10,05:50:41,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.12,25F9NU735Ch00,TECDIA,147,150.2,12.2,0,0
2025/09/10,06:34:11,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25F9DFAHYAh00,TECDIA,146,159.2,12.3,0,0
2025/09/10,11:52:57,ïΩä‘Å@àÍñÁ,Scriber No.3,Cleaving No.6,25F8DFAHDAg01,Asahi,939,155.1,11.9,0,0
2025/09/10,16:28:30,êŒë∫Å@åíëæ,Scriber No.6,Cleaving No.9,25FMDEAHKCg01,TECDIA,146,149.8,12,6.8,0
2025/09/10,18:32:07,êŒë∫Å@åíëæ,Scriber No.6,Cleaving No.9,25FDD1BWSDh01,TECDIA,165,148.5,12.2,2.8,1
2025/09/10,20:11:04,ÉGÅ@ÉGÅ@É}Å[,Scriber No.5,Cleaving No.8,25FPD1BXYCd00,TECDIA,148,151.8,12.2,0,0
2025/09/10,20:41:04,ÉGÅ@ÉGÅ@É}Å[,Scriber No.3,Cleaving No.6,25F9NU740Bf00,Asahi,939,158.7,12.3,0,0
2025/09/10,20:53:10,â™çËÅ@ó¢çÁ,Scriber No.7,Cleaving No.11,25F8DFAHADb01,TECDIA,149,158.7,12.3,0,0
2025/09/10,21:17:37,ÉGÅ@ÉGÅ@É}Å[,Scriber No.9,Cleaving No.4,25F9DFAHQDh01,TECDIA,164,148.6,12.2,0.4,0
2025/09/10,21:57:11,â™çËÅ@ó¢çÁ,Scriber No.2,Cleaving No.4,25F9DFAHYCh01,Asahi,938,162,7.9,0,1
2025/09/10,22:41:09,â™çËÅ@ó¢çÁ,Scriber No.8,Cleaving No.12,25FMDEAHACb01,TECDIA,147,150.1,12.1,0.2,1
2025/09/11,16:20:39,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25F9NU745Cc00,Asahi,939,156.1,12.5,0,2
2025/09/11,20:28:53,PF2025061,Scriber No.7,Cleaving No.11,25F9NU744Bc01,TECDIA,149,154.1,11.9,0,1
2025/09/11,20:58:23,â™çËÅ@ó¢çÁ,Scriber No.8,Cleaving No.12,25F9NU744Be00,TECDIA,147,148.1,11.8,0,0
2025/09/11,20:59:03,â™çËÅ@ó¢çÁ,Scriber No.6,Cleaving No.11,25F9NU743De00,TECDIA,165,153.4,12.5,0,0
2025/09/11,21:26:29,PF2025061,Scriber No.2,Cleaving No.4,25FEDHAH1Cg01,Asahi,938,160,7,0,0
2025/09/11,21:27:17,â™çËÅ@ó¢çÁ,Scriber No.3,Cleaving No.6,25F9NU745Ah00,Asahi,939,150.5,12.3,0,2
2025/09/11,21:54:51,PF2025061,Scriber No.5,Cleaving No.8,25F9NU746Bb00,TECDIA,148,155.7,11.9,0,2
2025/09/11,22:33:56,â™çËÅ@ó¢çÁ,Scriber No.9,Cleaving No.4,25FRD1BYNAc01,TECDIA,164,151.8,12.2,0.4,0
2025/09/12,06:34:23,PF2025061,Scriber No.2,Cleaving No.4,25FLDFAG1Cf00,Asahi,940,160,7,0,1
2025/09/12,12:27:47,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25F9NU751Ag00,TECDIA,149,157.8,12.4,0.1,0
2025/09/12,20:16:10,ÉGÅ@ÉGÅ@É}Å[,Scriber No.6,Cleaving No.9,25FWD1BZ9Bf00,TECDIA,165,155.1,12.3,0,0
2025/09/12,20:21:57,ÉGÅ@ÉGÅ@É}Å[,Scriber No.8,Cleaving No.12,25F9NU753Bh01,TECDIA,147,152.1,12.2,0.5,3
2025/09/12,20:30:18,PF2025061,Scriber No.9,Cleaving No.4,25FWD1BZ9Cf00,TECDIA,164,154.8,12.2,0.6,2
2025/09/12,20:48:55,â™çËÅ@ó¢çÁ,Scriber No.5,Cleaving No.8,25FWD1BZ9Dh00,TECDIA,148,152.8,12.4,2.4,0
2025/09/12,21:17:27,PF2025061,Scriber No.2,Cleaving No.4,25FWD1BZADa00,Asahi,940,163,7.8,0,0
2025/09/12,23:11:23,ÉGÅ@ÉGÅ@É}Å[,Scriber No.3,Cleaving No.6,25FWD1BZCCf00,Asahi,941,153.4,11.8,0,0
2025/09/13,20:39:19,JC2025027,Scriber No.8,Cleaving No.12,25FEDHAH7Ba01,TECDIA,147,154.7,12.1,0,1
2025/09/13,20:59:36,êÏë∫Å@çÇçL,Scriber No.6,Cleaving No.9,25FZD1BZMDa00,TECDIA,165,153.5,12.3,0,0
2025/09/13,21:00:04,ÉGÅ@ÉGÅ@É}Å[,Scriber No.5,Cleaving No.8,25FZD1BZMDh00,TECDIA,148,158.4,12.4,0,0
2025/09/13,21:22:19,ÉGÅ@ÉGÅ@É}Å[,Scriber No.7,Cleaving No.11,25FEDHAH6Ca01,TECDIA,149,158.4,12.1,0.2,0
2025/09/13,22:08:35,êÏë∫Å@çÇçL,Scriber No.9,Cleaving No.4,25FRD1BYCDe01,TECDIA,164,150.5,11.9,0.4,0
2025/09/14,02:47:14,PF2025061,Scriber No.2,Cleaving No.4,25FRD1BYDAc01,Asahi,940,167.6,7.5,0,0
2025/09/14,07:58:32,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25FEDHAH7Dg00,Asahi,941,149.1,12.1,0,0
2025/09/14,12:20:27,êXÅ@íqéj,Scriber No.9,Cleaving No.4,25F6DEAGCAa00,TECDIA,164,158.7,12.2,2,0
2025/09/14,13:59:16,PF2025052,Scriber No.9,Cleaving No.4,25FLDFAG8Cf00,TECDIA,166,151.5,12,18.7,0
2025/09/14,15:29:03,JC2025030,Scriber No.9,Cleaving No.4,25F6DEAGBDh01,TECDIA,166,150.8,12.3,0.3,0
2025/09/14,17:57:30,JC2025030,Scriber No.8,Cleaving No.12,25F9NU766Ce00,Ogura,167,153.1,12.3,0,0
2025/09/14,20:59:06,JC2025011,Scriber No.8,Cleaving No.12,25F9NU766De00,TECDIA,167,148.1,11.9,0,0
2025/09/14,21:27:15,É]Å[É~Éì,Scriber No.3,Cleaving No.6,25D7EW003Br01,Asahi,914,158.4,12.3,1,0
2025/09/14,21:49:54,É]Å[É~Éì,Scriber No.3,,25FDSL142Ca00,Asahi,940,167.6,7,,
2025/09/14,22:09:41,JC2025011,Scriber No.9,Cleaving No.4,25F6DEAGBCd01,TECDIA,166,153.3,12.1,0,0
2025/09/14,22:35:38,ñÂòeÅ@ñÌê∂,Scriber No.7,Cleaving No.11,25F9NU767Cb00,TECDIA,149,155.1,12.3,0,0
2025/09/15,01:42:49,JC2025011,Scriber No.5,Cleaving No.8,25EHNS578Be01,TECDIA,148,154.4,12.4,0.2,1
2025/09/15,01:44:59,JC2025011,Scriber No.6,Cleaving No.9,25EHNS578Ca00,TECDIA,165,159,12.1,1.5,0
2025/09/15,06:20:52,JC2025011,Scriber No.5,,25F9NU760Dh00,TECDIA,168,151.8,12.4,,
2025/09/15,15:11:25,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25FLDFAGBDf00,Asahi,948,162.3,7.6,0,0
2025/09/15,15:42:12,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,25FLDFAGLAa00,Asahi,947,156.7,12.2,0,1
2025/09/15,17:55:03,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25FQDHAJ7Da00,TECDIA,165,147.8,12,0.1,0
2025/09/15,21:23:21,JC2025011,Scriber No.5,Cleaving No.8,25D6EV003Ar01,TECDIA,168,155.1,12.2,0,0
2025/09/15,21:35:29,JC2025011,Scriber No.2,Cleaving No.4,25FEDHAH5Dg01,Asahi,948,165.1,7.2,0,0
2025/09/15,21:46:14,JC2025011,Scriber No.7,Cleaving No.11,25EHNS583Aa00,TECDIA,149,152.4,12.2,0,0
2025/09/15,21:57:28,JC2025011,Scriber No.9,Cleaving No.4,25FNDFAGPBd01,TECDIA,166,150.4,12.3,5.2,0
2025/09/15,22:07:52,JC2025011,Scriber No.6,Cleaving No.9,25F6DEAGGAf00,TECDIA,165,151.5,12,1.4,0
2025/09/15,22:21:17,JC2025011,Scriber No.8,Cleaving No.12,25F9NU761Aa00,TECDIA,167,150.4,12.2,0,1
2025/09/15,22:22:27,â™çËÅ@ó¢çÁ,Scriber No.3,Cleaving No.7,25G9EW017Aa01,Asahi,947,156.4,12.2,0,0
2025/09/16,00:41:48,JC2025011,Scriber No.9,Cleaving No.4,25FEDHAH5Dc00,TECDIA,166,151.8,12,0,1
2025/09/16,13:58:38,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25F9NU772Cc00,TECDIA,169,148.8,12.4,8.9,1
2025/09/16,15:48:05,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25F9NU774Db00,TECDIA,169,149.9,12,13.7,0
2025/09/16,17:10:05,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25F9NU775Bc00,TECDIA,180,150.1,11.8,2.8,0
2025/09/16,19:11:02,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25F9NU774Dd00,TECDIA,180,149.8,12,1.6,0
2025/09/16,21:37:54,ÉXÉDÉC,Scriber No.2,Cleaving No.4,25GDET025Bf01,Asahi,948,170.9,7,0,0
2025/09/16,21:50:47,ÉXÉDÉC,Scriber No.3,Cleaving No.6,25GDET025Dm00,Asahi,947,156.4,12.1,0,0
2025/09/16,21:58:59,ÉXÉDÉC,Scriber No.5,Cleaving No.8,25F9NU796Ah00,TECDIA,168,153,12.1,0,0
2025/09/16,22:03:15,ÉXÉDÉC,Scriber No.7,Cleaving No.11,25F8DFAH5Af00,TECDIA,149,155.7,12,0,0
2025/09/16,22:10:46,É]Å[É~Éì,Scriber No.9,,25F6DEAGJCc01,TECDIA,166,147.8,12.1,,
2025/09/16,22:43:35,ÉXÉDÉC,Scriber No.8,,25F9NU774Ch01,TECDIA,167,159.7,12.1,,
2025/09/16,22:48:52,ÉXÉDÉC,Scriber No.6,,25F9NU796Bf00,TECDIA,180,148.5,12.3,,
2025/09/17,03:01:46,JC2025011,Scriber No.2,,25G9EW022Aa01,Asahi,948,163.6,7.1,,
2025/09/17,05:26:43,ÉXÉDÉC,Scriber No.3,Cleaving No.6,25GDET025Dk00,Asahi,947,150.4,12,0,0
2025/09/17,05:53:18,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25FHDHAHHAh00,TECDIA,170,158.7,12,0.1,0
2025/09/17,11:48:39,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25D7EW003Ck01,TECDIA,168,150.2,12.3,2.6,0
2025/09/17,11:56:06,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25FMDEAHJBb01,TECDIA,170,158.2,12,0.1,0
2025/09/17,14:22:12,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25GDET008Ch01,TECDIA,171,156.4,12.4,1,0
2025/09/17,21:54:46,JC2025011,Scriber No.8,Cleaving No.12,25F9NU780Dh00,TECDIA,167,148.9,12,0,0
2025/09/17,22:21:14,JC2025011,Scriber No.7,Cleaving No.11,25F9NU782Cc00,TECDIA,170,154.4,12,16.5,1
2025/09/17,22:54:34,JC2025011,Scriber No.5,Cleaving No.8,25F9NU797Cb00,TECDIA,171,158.2,12.3,0,0
2025/09/17,23:01:19,JC2025011,Scriber No.2,Cleaving No.4,25G9EW022Dr00,Asahi,948,170.2,7,0,0
2025/09/17,23:36:28,JC2025011,Scriber No.3,Cleaving No.6,25G9EW007Ck00,Asahi,947,156.4,12,0,1
2025/09/17,23:53:48,JC2025011,Scriber No.6,Cleaving No.9,25F9NU796Bc01,TECDIA,180,148.1,12,0.3,0
2025/09/18,00:05:09,JC2025011,Scriber No.9,Cleaving No.4,25F8DFAH4De01,TECDIA,166,149.2,12,0,0
2025/09/18,01:28:45,JC2025011,Scriber No.7,Cleaving No.11,25F9NU786Dh00,TECDIA,172,157.4,12.2,0.1,1
2025/09/18,17:40:10,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25G9EW008Cs01,TECDIA,173,150.2,12.5,7.7,0
2025/09/18,18:44:37,â™çËÅ@ó¢çÁ,Scriber No.2,Cleaving No.4,25G9EW007Ab01,Asahi,956,161,7.5,0,0
2025/09/18,19:07:03,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,24E2NK056Bc00,Asahi,957,152.8,12,0,0
2025/09/18,21:15:24,êÏë∫Å@çÇçL,Scriber No.5,Cleaving No.8,25G9EW008Ac01,TECDIA,173,152.5,12,4.5,7
2025/09/18,21:33:50,â™çËÅ@ó¢çÁ,Scriber No.7,Cleaving No.11,25F9NU804Da00,TECDIA,170,157.7,11.9,0.1,0
2025/09/18,21:34:44,PF2025061,Scriber No.8,Cleaving No.12,25F9NU801Ag00,TECDIA,167,152.8,11.9,0.4,1
2025/09/18,22:02:15,â™çËÅ@ó¢çÁ,Scriber No.9,Cleaving No.4,25F9NU802Ab01,TECDIA,166,155.4,12,0.3,0
2025/09/18,23:55:16,êÏë∫Å@çÇçL,Scriber No.6,Cleaving No.9,25F9NU806Af00,TECDIA,180,149.8,12,0.4,0
2025/09/19,02:21:26,êÏë∫Å@çÇçL,Scriber No.5,Cleaving No.8,25EFNV511Ae00,TECDIA,173,149.5,12.2,0,1
2025/09/19,08:29:04,ïΩä‘Å@àÍñÁ,Scriber No.8,Cleaving No.12,25EFNV511Dc01,TECDIA,167,149.1,12.5,0,0
2025/09/19,12:59:23,êºí“Å@í∑ëæòY,Scriber No.7,Cleaving No.11,25G8EW005Dr01,TECDIA,172,159,12,3,1
2025/09/19,19:18:28,ïΩä‘Å@àÍñÁ,Scriber No.7,Cleaving No.11,25EFNV509Ce00,TECDIA,174,158.7,11.8,0.4,0
2025/09/19,21:16:32,â™çËÅ@ó¢çÁ,Scriber No.9,Cleaving No.4,25F9NU805Dc01,TECDIA,166,144.2,11.9,0,0
2025/09/19,22:24:48,PF2025061,Scriber No.6,Cleaving No.9,25EJNT588Cc00,TECDIA,180,149.5,11.9,0.5,2
2025/09/19,22:25:36,â™çËÅ@ó¢çÁ,Scriber No.8,Cleaving No.12,25G9EW006Bk01,TECDIA,167,150.5,12.4,0,0
2025/09/19,23:11:35,â™çËÅ@ó¢çÁ,Scriber No.5,Cleaving No.8,25FQDHAHZBf00,TECDIA,173,153.8,12.2,0,0
2025/09/20,01:07:08,PF2025061,Scriber No.3,Cleaving No.6,25FTDHAJRCc00,Asahi,957,154,12.2,0,0
2025/09/20,01:23:08,PF2025061,Scriber No.7,Cleaving No.11,25GUNS600De00,TECDIA,174,151.1,12.2,0,0
2025/09/20,05:13:32,êÏë∫Å@çÇçL,Scriber No.2,Cleaving No.4,25FUDHAJZDc01,Asahi,956,171.6,7.6,0,1
2025/09/20,17:02:31,êºí“Å@í∑ëæòY,Scriber No.9,Cleaving No.4,25FTDHAJPBg01,TECDIA,175,154.4,12.1,0.3,0
2025/09/20,21:05:50,êÏë∫Å@çÇçL,Scriber No.8,Cleaving No.12,25F6NT591Cg01,TECDIA,167,153.1,12.3,0,1
2025/09/20,21:06:24,êÏë∫Å@çÇçL,Scriber No.7,Cleaving No.11,25F6NT590Af00,TECDIA,174,154.4,12.1,0,0
2025/09/20,21:07:02,â™çËÅ@ó¢çÁ,Scriber No.2,Cleaving No.4,25FODEAHXDg00,Asahi,956,162.2,7.5,0,1
